,sofifa_id,height_cm,weight_kg,player_positions,weak_foot,work_rate,body_type,attacking_finishing,attacking_heading_accuracy,attacking_volleys,skill_dribbling,skill_long_passing,movement_reactions,movement_balance,power_stamina,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_sliding_tackle,F,Mid,D,Gk
4271,210296,176,73,3,4,High/Low,Normal,71,71,72,66,57,68,69,64,65,42,16,73,62,70,69,26,71.0,62.15384615384615,47.42857142857143,12.0
1202,192991,183,78,3,4,High/Medium,Normal,77,79,72,72,60,76,66,69,71,75,31,78,61,85,75,15,76.0,67.53846153846153,53.42857142857143,11.8
16497,242946,180,70,3,3,Medium/Medium,Lean,56,56,46,53,35,59,69,48,51,35,29,50,40,54,54,11,56.5,49.07692307692308,40.0,11.2
11729,193565,177,78,3,3,High/Low,Stocky,63,58,56,59,31,61,71,49,54,57,30,66,41,43,55,24,63.0,51.53846153846154,44.285714285714285,11.6
7301,176790,183,73,3,4,High/Medium,Normal,61,66,67,71,59,67,70,64,62,62,54,68,65,61,69,36,69.5,66.23076923076923,57.857142857142854,11.6
14020,246451,183,75,3,3,Medium/Medium,Lean,64,57,49,56,33,54,62,56,56,38,16,62,54,63,57,15,61.0,52.53846153846154,38.857142857142854,9.4
11985,198195,193,91,3,3,Medium/Medium,Normal,64,71,52,55,36,54,44,63,56,63,24,59,35,63,60,32,61.5,51.61538461538461,47.142857142857146,12.0
8508,194076,180,78,3,3,Medium/Medium,Stocky,66,67,60,60,56,66,61,70,57,51,31,71,61,76,59,20,66.5,59.84615384615385,45.714285714285715,9.6
17283,251832,182,77,3,3,Medium/Medium,Normal,57,50,46,46,31,56,61,70,45,25,17,54,41,51,47,13,54.0,45.53846153846154,35.57142857142857,10.2
4979,212943,175,65,3,4,Medium/Medium,Normal,71,75,61,64,47,69,72,52,56,36,21,72,57,70,58,18,69.5,58.84615384615385,45.714285714285715,11.6
11697,213303,189,78,3,3,High/Medium,Lean,61,70,62,64,47,57,43,52,59,34,15,59,56,62,63,30,64.0,57.07692307692308,46.714285714285715,8.0
1402,198683,181,75,3,3,Medium/Low,Normal,79,66,72,77,64,74,56,59,77,57,18,79,72,72,71,20,77.0,68.3076923076923,48.0,8.8
17499,247625,182,71,3,3,Medium/Medium,Lean,57,62,35,43,30,49,64,65,52,27,18,49,44,56,48,15,52.5,44.69230769230769,36.0,9.8
4889,238180,180,82,3,2,Medium/Medium,Normal,74,68,62,68,52,63,53,63,59,31,17,72,57,52,66,19,70.0,60.76923076923077,44.57142857142857,11.0
6371,189713,187,84,3,4,Medium/Medium,Normal,72,80,66,67,62,67,57,60,72,43,29,68,65,58,71,30,68.0,62.46153846153846,50.57142857142857,11.6
3904,203774,180,80,3,3,High/Low,Stocky,68,69,70,71,52,69,69,65,65,73,26,69,67,76,74,19,71.5,63.53846153846154,48.57142857142857,13.2
2534,200433,192,86,3,3,Medium/Medium,Normal,77,75,76,68,59,72,65,70,67,62,33,73,68,68,70,33,73.0,66.92307692307692,56.57142857142857,9.4
11059,251977,189,80,3,3,High/Medium,Normal,66,67,63,59,43,62,50,64,64,70,26,65,54,64,65,24,63.5,55.38461538461539,45.857142857142854,9.2
17766,251111,188,76,3,2,Medium/Low,Lean,53,64,51,50,28,49,53,58,45,50,15,47,43,54,41,20,51.5,43.46153846153846,36.714285714285715,8.8
8936,235301,179,73,3,3,Medium/Medium,Normal,71,64,60,62,50,62,70,63,56,32,23,63,57,61,60,15,65.5,57.0,41.42857142857143,10.2
988,243238,176,70,3,4,High/Medium,Normal,82,69,71,74,33,80,73,74,76,46,41,84,64,70,69,13,78.0,66.38461538461539,48.714285714285715,9.2
3073,185199,189,80,3,4,Medium/Medium,Normal,74,80,71,66,40,71,45,68,68,57,20,72,58,70,59,14,71.5,59.07692307692308,46.714285714285715,10.8
17681,251770,172,65,3,3,Medium/Medium,Normal,57,51,40,48,33,47,60,51,48,32,12,57,43,62,43,19,52.5,44.69230769230769,33.57142857142857,9.8
8452,184878,177,72,3,3,High/High,Normal,65,56,55,67,43,61,75,75,61,86,24,62,40,70,60,25,66.0,58.61538461538461,50.714285714285715,13.0
5679,246973,184,83,3,3,Medium/Medium,Lean,72,75,59,63,48,56,59,51,59,50,21,70,52,72,54,11,68.0,57.76923076923077,43.42857142857143,10.4
13153,238464,183,78,3,3,High/Medium,Normal,66,60,50,58,42,58,60,53,54,36,18,60,50,62,60,19,62.0,53.53846153846154,40.714285714285715,11.0
1054,215689,190,85,3,3,Medium/Medium,Stocky,77,77,66,77,64,73,71,77,62,62,22,79,74,77,71,20,77.5,70.07692307692308,55.285714285714285,3.4
11539,240260,182,74,3,3,Medium/Medium,Normal,67,62,55,63,42,57,68,59,55,33,22,61,58,46,60,14,64.5,57.15384615384615,44.285714285714285,9.2
4381,208251,186,78,3,3,High/Medium,Lean,70,67,73,69,40,71,64,64,67,80,28,71,60,64,77,19,71.5,62.69230769230769,52.0,10.4
10239,225075,183,81,3,3,Medium/Medium,Normal,63,57,57,64,38,62,68,50,59,48,15,61,51,60,56,19,64.5,55.30769230769231,42.285714285714285,8.6
16954,245400,183,79,3,3,Medium/Low,Normal,55,57,44,53,45,50,56,55,41,39,22,48,48,52,52,23,56.0,50.15384615384615,42.285714285714285,9.6
5393,190311,188,79,3,3,High/Medium,Normal,74,54,55,70,45,67,56,69,54,49,31,75,63,69,65,35,70.5,62.76923076923077,51.857142857142854,12.0
4381,208251,186,78,3,3,High/Medium,Lean,70,67,73,69,40,71,64,64,67,80,28,71,60,64,77,19,71.5,62.69230769230769,52.0,10.4
6051,212232,179,76,3,4,High/High,Normal,68,62,64,66,50,74,78,80,60,71,52,71,63,72,72,31,70.0,64.3076923076923,54.857142857142854,10.8
10844,201891,177,77,3,4,Medium/Medium,Stocky,67,56,62,63,45,61,71,71,63,61,44,56,62,64,57,18,65.5,58.76923076923077,47.285714285714285,11.2
11604,240027,177,65,3,4,Medium/Medium,Normal,65,39,61,74,41,61,82,70,63,36,18,65,48,55,50,19,65.5,59.23076923076923,42.857142857142854,9.8
552,202685,186,84,3,3,High/High,Normal,79,79,81,77,45,78,69,73,72,87,40,81,66,79,72,50,79.5,70.23076923076923,63.142857142857146,9.0
16747,243154,191,78,3,3,Medium/Medium,Lean,54,63,41,52,23,52,52,64,45,49,16,53,47,56,42,24,55.5,47.30769230769231,41.57142857142857,11.8
3459,224045,187,78,3,3,Medium/Low,Normal,78,66,71,72,41,66,61,68,69,58,20,68,42,72,60,18,70.5,59.38461538461539,43.714285714285715,9.6
9288,204217,185,74,3,3,High/Medium,Stocky,67,70,56,60,30,61,80,69,52,69,31,69,46,58,50,17,65.0,54.38461538461539,45.42857142857143,13.0
3659,212478,186,84,3,4,High/Medium,Normal,71,66,66,70,40,66,52,88,62,65,37,73,59,68,63,30,71.0,63.0,55.857142857142854,10.8
14421,251817,169,70,3,3,Medium/Medium,Lean,69,68,49,57,34,51,83,49,65,29,13,60,50,72,51,13,60.0,49.76923076923077,35.285714285714285,9.8
14962,240533,188,78,3,2,Medium/Medium,Lean,57,39,54,69,33,44,59,49,58,29,15,62,56,38,60,13,61.0,53.53846153846154,37.57142857142857,8.6
13153,238464,183,78,3,3,High/Medium,Normal,66,60,50,58,42,58,60,53,54,36,18,60,50,62,60,19,62.0,53.53846153846154,40.714285714285715,11.0
14686,243427,185,78,3,4,Medium/Medium,Normal,63,60,43,53,28,53,56,52,53,69,15,59,48,62,51,19,59.0,48.38461538461539,40.0,7.2
15748,215285,180,77,3,2,Medium/Low,Lean,58,60,43,65,42,48,70,66,52,33,18,57,55,55,53,12,60.0,53.38461538461539,39.142857142857146,10.6
4112,236555,180,78,3,3,Medium/Low,Normal,73,71,71,69,46,71,62,77,66,45,19,67,57,71,62,22,71.0,61.38461538461539,45.714285714285715,9.6
11720,246823,176,68,3,3,Medium/Medium,Normal,66,58,53,55,45,67,79,72,58,34,15,68,52,61,68,13,63.5,54.53846153846154,38.57142857142857,9.4
14106,247080,166,60,3,3,Medium/Medium,Lean,63,67,43,65,49,52,91,62,58,28,17,60,52,74,46,13,61.5,53.15384615384615,37.0,9.8
10300,221502,183,83,3,3,High/Low,Normal,62,64,60,58,32,59,56,53,54,63,25,65,54,60,62,18,65.0,55.38461538461539,43.714285714285715,10.2
14945,222168,186,82,3,3,High/Medium,Lean,63,58,47,58,32,52,68,53,53,48,19,56,49,56,47,18,59.0,50.76923076923077,40.142857142857146,11.8
9909,243652,175,71,3,3,Medium/Medium,Normal,67,64,63,62,38,64,69,50,65,52,26,64,49,63,58,24,64.5,55.15384615384615,43.42857142857143,10.6
5210,220829,184,80,3,3,Medium/Medium,Normal,71,66,60,64,41,70,62,79,60,38,25,74,58,70,66,12,70.0,59.38461538461539,44.57142857142857,9.0
8366,148365,180,76,3,3,Medium/Low,Normal,70,65,63,61,66,74,69,76,63,58,42,69,67,73,65,45,67.5,64.76923076923077,55.285714285714285,14.0
15908,251316,179,75,3,3,Medium/Medium,Normal,62,52,57,60,38,48,72,50,54,28,38,52,45,61,47,10,58.5,50.69230769230769,38.0,11.4
7901,233808,182,70,3,3,Medium/Low,Normal,67,68,64,60,57,65,59,66,59,46,40,70,56,52,55,37,66.0,60.23076923076923,50.57142857142857,9.2
5425,193528,185,77,3,3,High/Medium,Lean,68,78,63,65,54,66,66,63,62,67,30,73,58,63,67,20,69.0,60.69230769230769,47.142857142857146,12.0
3760,179972,191,92,3,3,Medium/Low,Normal,74,80,79,66,61,69,46,54,71,46,26,75,70,67,68,18,71.5,63.30769230769231,47.57142857142857,9.6
4440,150594,184,84,3,3,Medium/Low,Normal,77,75,76,53,32,73,59,53,68,46,24,81,54,68,78,15,69.0,56.0,41.285714285714285,9.4
9576,179971,188,90,3,3,Medium/Medium,Stocky,66,56,49,64,40,62,61,65,61,49,38,64,46,42,63,29,65.5,56.30769230769231,48.42857142857143,12.8
11342,226084,188,75,3,3,Medium/Low,Lean,67,49,37,60,42,62,69,73,56,27,18,65,40,59,56,18,63.5,54.38461538461539,42.142857142857146,10.6
7572,216186,182,79,3,3,Medium/Medium,Stocky,69,67,66,62,49,74,70,60,58,45,29,69,59,62,58,21,67.0,58.46153846153846,46.142857142857146,10.2
14494,232175,180,78,3,3,Medium/Medium,Lean,62,50,49,67,55,51,74,68,54,39,29,56,53,58,53,35,61.5,59.38461538461539,51.42857142857143,9.0
17573,228035,187,83,3,3,High/Low,Normal,63,62,49,44,28,49,53,60,45,49,25,48,49,56,48,25,52.0,44.38461538461539,39.42857142857143,10.0
16602,252775,178,73,3,3,Medium/Medium,Normal,58,58,44,62,40,54,67,48,47,37,23,53,45,59,53,20,56.5,49.38461538461539,38.57142857142857,10.4
6311,181120,181,80,3,3,High/Medium,Stocky,69,71,66,63,58,73,70,67,70,79,28,68,69,65,72,33,69.0,63.69230769230769,54.42857142857143,9.0
4112,236555,180,78,3,3,Medium/Low,Normal,73,71,71,69,46,71,62,77,66,45,19,67,57,71,62,22,71.0,61.38461538461539,45.714285714285715,9.6
17305,230128,174,65,3,2,High/Medium,Normal,56,61,36,54,38,46,77,52,46,31,17,48,42,57,49,14,54.5,47.53846153846154,37.857142857142854,10.0
4345,230072,189,80,3,3,High/Medium,Normal,74,72,62,66,40,60,37,67,58,30,18,76,50,67,68,16,70.0,58.53846153846154,42.57142857142857,10.8
14769,235247,181,73,3,3,Medium/Medium,Normal,62,57,44,52,41,52,63,55,59,32,16,63,52,64,52,19,59.5,51.46153846153846,38.857142857142854,9.2
15269,203834,181,78,3,4,Medium/Medium,Lean,58,56,46,58,56,61,72,59,55,64,23,57,54,44,61,25,60.5,56.07692307692308,45.857142857142854,12.4
14091,239466,182,73,3,3,Medium/Medium,Lean,66,56,53,59,39,58,69,51,56,32,20,62,48,55,55,16,61.5,52.15384615384615,38.857142857142854,9.6
2858,215245,179,70,3,3,High/Medium,Lean,74,63,69,76,64,70,74,75,67,69,56,74,69,67,70,56,74.5,71.84615384615384,63.857142857142854,8.8
13516,243459,188,84,3,3,High/Medium,Normal,60,64,49,55,49,57,63,58,53,58,36,60,53,57,53,36,61.0,55.84615384615385,51.42857142857143,10.6
16252,246954,182,72,3,3,Medium/Low,Normal,58,60,41,58,37,53,65,53,54,34,23,56,47,56,58,23,57.5,50.53846153846154,41.857142857142854,8.6
8831,233057,178,77,3,3,Medium/Low,Stocky,64,65,52,66,53,68,69,76,59,58,13,61,58,61,69,31,66.0,58.23076923076923,44.42857142857143,10.6
15950,238326,184,74,3,3,Medium/Medium,Lean,57,54,51,54,42,49,67,67,50,51,13,55,45,56,50,17,57.0,50.0,39.285714285714285,8.0
8790,235161,180,67,3,3,Medium/Medium,Lean,69,59,58,61,51,66,66,57,64,38,14,65,52,63,68,23,66.0,57.15384615384615,43.857142857142854,9.8
15288,228795,176,76,3,3,Medium/Low,Lean,61,54,50,58,44,51,66,56,57,60,12,58,48,66,55,16,60.0,51.61538461538461,39.142857142857146,12.6
12416,252565,179,71,3,3,High/Medium,Normal,61,67,57,60,51,49,68,60,60,30,15,68,51,61,55,20,63.0,53.69230769230769,39.0,10.0
438,239207,186,84,3,3,High/Low,Normal,84,86,76,74,63,78,50,79,75,65,21,85,70,67,79,23,79.5,69.3076923076923,52.42857142857143,9.2
8469,189655,185,79,3,2,High/High,Stocky,69,73,49,56,50,65,64,76,50,81,33,72,49,65,62,18,66.0,57.38461538461539,48.714285714285715,8.2
138,180930,193,80,3,5,Medium/Medium,Lean,88,83,77,76,72,83,36,72,79,58,50,89,75,67,83,16,84.0,75.61538461538461,59.142857142857146,12.6
9404,234496,191,80,3,5,Medium/Low,Normal,67,63,58,64,38,59,55,58,62,47,32,66,53,60,57,23,65.0,56.38461538461539,45.57142857142857,10.8
1984,189053,181,74,3,4,High/Low,Lean,79,72,74,72,58,70,74,69,70,50,14,76,55,77,64,11,75.0,63.61538461538461,47.57142857142857,10.6
3924,208017,190,89,3,4,High/Medium,Normal,76,82,75,59,44,71,41,80,74,87,40,77,64,74,72,25,70.5,61.84615384615385,52.285714285714285,11.2
2403,163050,175,70,3,3,Medium/High,Stocky,79,78,74,58,53,79,72,66,64,75,33,83,65,75,76,28,72.5,64.92307692307692,54.285714285714285,9.0
9574,179742,184,76,3,3,High/Low,Normal,71,59,66,49,31,71,59,80,60,78,21,67,42,44,67,14,64.0,53.23076923076923,44.57142857142857,10.2
13533,252821,180,74,3,2,Low/Medium,Lean,63,49,56,69,54,49,56,59,64,55,21,61,59,54,47,34,63.0,58.38461538461539,46.42857142857143,10.8
17900,252156,181,71,3,3,Medium/Medium,Lean,53,42,48,57,32,52,61,62,48,31,14,42,50,58,46,15,52.0,45.76923076923077,33.857142857142854,9.2
3073,185199,189,80,3,4,Medium/Medium,Normal,74,80,71,66,40,71,45,68,68,57,20,72,58,70,59,14,71.5,59.07692307692308,46.714285714285715,10.8
5731,233121,177,79,3,3,High/Medium,Normal,69,61,54,73,54,63,60,65,43,50,30,68,52,56,57,38,68.5,60.92307692307692,51.142857142857146,9.4
11548,245528,185,79,3,3,Medium/Low,Normal,66,67,55,61,53,64,55,61,62,38,22,66,53,59,61,19,64.0,56.38461538461539,42.285714285714285,12.0
3476,251611,186,80,3,3,Medium/Medium,Normal,77,78,61,65,61,68,55,67,65,71,61,68,65,68,69,35,71.0,66.23076923076923,60.57142857142857,9.8
5540,211848,181,78,3,3,High/High,Normal,69,54,62,66,55,70,69,87,61,62,63,71,58,59,65,62,69.5,67.3076923076923,67.0,11.0
2821,224510,174,74,3,2,Medium/Low,Normal,76,58,71,72,55,68,67,62,75,35,13,76,57,59,73,19,73.0,63.46153846153846,44.142857142857146,12.4
11324,244972,180,71,3,3,Medium/Medium,Normal,66,57,63,64,42,62,67,51,61,36,19,60,47,68,52,17,64.0,54.23076923076923,40.285714285714285,11.6
228,198329,182,77,3,3,High/Medium,Lean,80,80,77,82,58,82,74,74,76,60,31,83,77,77,80,40,83.0,75.3076923076923,61.0,9.2
4181,212382,201,82,3,2,High/Medium,Lean,71,74,51,72,62,71,44,72,55,60,41,72,68,60,68,36,71.0,66.15384615384616,55.857142857142854,10.4
4194,221618,184,80,3,3,Medium/Medium,Normal,69,67,63,73,44,64,68,64,71,37,22,67,55,70,60,17,70.5,60.23076923076923,44.714285714285715,12.2
9089,252692,192,80,3,3,Medium/Medium,Normal,66,58,58,62,51,53,48,58,71,57,16,60,60,63,67,19,66.0,57.07692307692308,42.42857142857143,12.2
3823,189723,181,80,3,3,Medium/Low,Stocky,71,69,75,75,48,69,75,64,66,43,31,72,62,68,72,23,72.5,64.38461538461539,52.0,15.4
3476,251611,186,80,3,3,Medium/Medium,Normal,77,78,61,65,61,68,55,67,65,71,61,68,65,68,69,35,71.0,66.23076923076923,60.57142857142857,9.8
16051,221210,178,73,3,3,Medium/Low,Normal,58,53,36,51,29,53,70,68,64,33,14,58,43,54,45,11,58.0,49.23076923076923,37.857142857142854,10.0
8505,193939,175,80,3,3,Medium/Medium,Stocky,68,67,61,58,53,66,84,74,63,78,19,67,58,69,67,21,66.5,59.15384615384615,47.857142857142854,11.0
17780,246312,175,59,3,3,Medium/Medium,Lean,50,43,49,56,31,50,75,55,47,29,14,48,49,59,45,15,53.0,47.15384615384615,34.142857142857146,6.6
3216,212933,191,91,3,2,High/High,Stocky,72,83,70,64,59,71,48,67,61,76,32,74,65,62,76,38,71.5,63.92307692307692,54.857142857142854,10.0
15651,251467,185,82,3,4,Medium/Medium,Normal,56,61,51,64,44,54,66,62,49,36,21,53,45,55,55,22,59.5,53.84615384615385,43.285714285714285,8.8
3394,236393,183,70,3,3,Medium/Medium,Lean,73,65,64,71,50,68,60,60,65,33,24,73,58,56,65,12,72.0,62.15384615384615,45.285714285714285,9.2
4525,188107,180,81,3,3,Medium/Medium,Normal,71,68,64,65,43,67,67,71,63,68,33,68,56,66,62,16,69.5,60.46153846153846,48.57142857142857,11.2
14807,234369,189,82,3,3,Medium/Medium,Normal,62,54,41,60,46,51,66,57,49,53,15,59,42,56,50,15,60.0,52.15384615384615,40.285714285714285,10.6
8389,163396,182,83,3,3,Medium/Medium,Normal,67,65,65,63,44,64,53,66,62,81,48,69,53,73,69,34,66.5,60.07692307692308,55.714285714285715,12.2
6698,226468,191,78,3,3,High/Medium,Normal,72,72,65,65,37,58,72,66,55,29,10,72,40,67,60,10,67.0,54.30769230769231,40.714285714285715,4.2
15288,228795,176,76,3,3,Medium/Low,Lean,61,54,50,58,44,51,66,56,57,60,12,58,48,66,55,16,60.0,51.61538461538461,39.142857142857146,12.6
10426,210726,183,78,3,4,High/Medium,Normal,64,66,32,61,36,57,79,74,50,74,12,69,51,61,64,20,65.0,56.15384615384615,45.142857142857146,8.6
5210,220829,184,80,3,3,Medium/Medium,Normal,71,66,60,64,41,70,62,79,60,38,25,74,58,70,66,12,70.0,59.38461538461539,44.57142857142857,9.0
3095,189303,186,82,3,4,Medium/Medium,Lean,73,70,70,71,55,66,67,67,68,75,36,72,62,76,71,29,72.0,65.23076923076923,53.57142857142857,7.8
15288,228795,176,76,3,3,Medium/Low,Lean,61,54,50,58,44,51,66,56,57,60,12,58,48,66,55,16,60.0,51.61538461538461,39.142857142857146,12.6
7695,240969,182,75,3,3,High/Medium,Lean,67,62,45,66,41,68,63,66,59,45,31,72,58,71,62,23,68.0,60.30769230769231,47.857142857142854,10.8
15767,215365,175,64,3,3,Medium/Medium,Normal,58,56,42,60,40,54,71,61,52,46,11,52,49,59,50,11,59.5,53.0,38.714285714285715,9.4
1102,216531,187,81,3,4,High/Medium,Lean,79,81,77,73,44,76,68,77,67,74,39,80,72,68,77,29,77.0,68.76923076923077,58.57142857142857,11.8
11372,245218,182,75,3,3,Medium/Medium,Normal,65,65,52,59,44,60,69,70,58,35,25,65,55,66,61,32,63.5,56.07692307692308,47.57142857142857,9.6
11229,228713,185,70,3,3,High/Medium,Normal,64,58,47,64,40,62,68,58,47,32,19,68,46,65,53,19,64.0,53.69230769230769,42.857142857142854,12.2
10499,216823,196,91,3,2,Medium/Medium,Normal,66,78,45,55,44,60,52,66,50,31,23,65,56,62,64,23,63.0,54.07692307692308,43.57142857142857,10.2
16547,237710,179,68,3,3,Medium/Medium,Lean,57,46,60,53,34,57,68,55,52,49,18,54,41,59,56,11,56.5,48.84615384615385,38.42857142857143,9.8
13172,226549,180,74,3,4,Medium/Medium,Lean,62,60,47,69,34,51,56,57,57,32,17,62,47,55,61,24,62.5,53.23076923076923,42.857142857142854,14.2
17933,241998,180,70,3,3,High/Medium,Lean,55,53,41,48,33,51,68,58,51,27,14,47,48,61,41,10,52.5,45.53846153846154,34.42857142857143,9.6
3924,208017,190,89,3,4,High/Medium,Normal,76,82,75,59,44,71,41,80,74,87,40,77,64,74,72,25,70.5,61.84615384615385,52.285714285714285,11.2
8538,199860,189,82,3,3,Medium/High,Normal,67,65,62,65,41,61,64,67,52,71,38,74,56,64,46,17,65.5,57.15384615384615,47.285714285714285,8.6
17233,248387,177,69,3,3,Medium/Medium,Normal,60,41,52,59,31,43,72,36,57,28,10,46,47,59,50,16,55.5,47.92307692307692,34.42857142857143,10.6
9813,222216,189,90,3,4,Medium/Medium,Normal,67,64,51,58,42,57,55,59,66,52,16,64,49,59,49,12,65.0,55.38461538461539,43.857142857142854,10.2
14836,236849,189,84,3,3,Medium/Low,Normal,62,71,51,44,20,52,51,55,59,45,21,63,48,60,48,17,58.0,47.07692307692308,41.57142857142857,10.6
14012,238509,181,70,3,3,Medium/Medium,Normal,66,62,59,57,32,56,70,47,65,42,22,59,52,58,54,19,60.5,51.61538461538461,39.0,11.8
2293,212350,183,82,3,3,High/Low,Stocky,74,69,66,72,44,69,73,73,68,68,21,74,68,68,71,15,73.5,64.38461538461539,48.42857142857143,10.2
8292,198428,186,84,3,3,High/Medium,Normal,67,62,50,65,58,61,55,71,57,71,41,63,57,51,60,25,67.0,61.30769230769231,51.142857142857146,11.2
5671,227903,179,72,3,5,Medium/Low,Normal,72,66,73,63,43,62,66,70,65,53,23,65,52,59,66,19,68.5,57.76923076923077,45.714285714285715,13.8
8959,244185,183,78,3,3,High/Low,Normal,71,72,50,64,50,65,63,67,67,38,13,62,51,72,59,17,66.0,57.0,45.0,9.0
6005,237051,178,70,3,3,High/Medium,Normal,67,70,58,72,43,58,75,77,63,78,20,69,57,61,58,16,69.5,59.76923076923077,47.0,9.6
6988,234834,189,85,3,3,Medium/Medium,Normal,67,68,51,65,36,64,47,63,61,39,16,67,57,78,66,15,68.5,58.23076923076923,42.714285714285715,8.0
16697,198487,180,75,3,3,Medium/Medium,Normal,61,48,52,56,34,54,53,53,54,50,26,58,57,53,47,21,57.5,49.84615384615385,39.142857142857146,9.6
8910,220669,178,74,3,4,Medium/Medium,Normal,68,59,51,65,51,62,77,72,62,52,31,62,55,63,54,32,66.0,59.61538461538461,49.142857142857146,9.6
10693,156321,178,110,3,3,Low/Low,Stocky,64,72,59,52,51,61,71,69,54,66,17,68,61,64,67,24,64.0,57.07692307692308,47.42857142857143,11.6
16547,237710,179,68,3,3,Medium/Medium,Lean,57,46,60,53,34,57,68,55,52,49,18,54,41,59,56,11,56.5,48.84615384615385,38.42857142857143,9.8
7431,194319,180,72,3,4,High/High,Normal,68,65,64,67,61,65,68,68,67,54,23,66,63,64,63,32,68.5,62.38461538461539,51.0,11.6
11761,216052,185,84,3,3,High/Medium,Stocky,67,71,45,60,49,60,51,57,52,51,28,64,55,50,59,24,63.5,56.30769230769231,46.57142857142857,11.2
5432,194122,180,70,3,3,High/Medium,Normal,72,66,70,64,40,68,73,79,67,50,22,73,54,72,67,20,69.0,59.38461538461539,47.42857142857143,11.8
14671,251494,175,67,3,3,High/Medium,Lean,60,48,42,62,42,55,75,51,51,60,19,59,59,57,44,12,61.0,55.38461538461539,39.857142857142854,10.2
14570,210149,180,72,3,3,High/Medium,Lean,57,64,63,63,43,53,48,71,53,56,12,53,41,49,51,30,60.5,53.07692307692308,44.142857142857146,11.4
323,216475,180,70,3,4,High/Medium,Lean,83,64,77,88,68,83,83,82,81,58,58,84,76,78,85,45,83.0,79.3076923076923,68.57142857142857,12.8
17704,245585,174,72,3,3,Medium/Medium,Normal,55,55,37,55,52,50,65,56,46,29,18,54,48,52,45,16,54.0,49.46153846153846,35.714285714285715,9.8
9086,251941,184,75,3,2,Medium/Medium,Normal,71,68,49,59,36,66,60,45,65,29,15,65,46,65,51,15,65.0,52.0,37.857142857142854,10.2
16400,248801,182,70,3,2,High/Medium,Lean,57,51,51,54,36,50,56,63,46,40,22,54,49,57,54,22,57.5,51.07692307692308,41.142857142857146,10.0
2724,226811,178,72,3,3,High/High,Normal,75,77,66,67,43,71,66,78,64,48,27,76,71,62,74,27,73.0,63.07692307692308,51.285714285714285,11.4
4105,229271,177,75,3,3,Medium/Medium,Normal,70,68,67,69,49,66,79,66,64,47,23,71,54,67,60,18,71.0,62.69230769230769,50.142857142857146,8.2
600,232381,191,94,3,3,High/High,Stocky,74,75,74,75,68,74,45,81,73,83,37,78,71,69,78,15,78.5,71.53846153846153,56.857142857142854,10.6
9429,203447,171,72,3,4,High/Medium,Normal,65,57,64,68,33,66,84,75,61,60,26,65,56,65,61,32,66.0,57.76923076923077,47.42857142857143,10.0
3934,210722,187,88,3,2,Medium/Medium,Normal,72,75,66,65,40,74,48,66,66,48,23,73,60,65,69,20,70.5,60.53846153846154,46.0,11.8
13533,252821,180,74,3,2,Low/Medium,Lean,63,49,56,69,54,49,56,59,64,55,21,61,59,54,47,34,63.0,58.38461538461539,46.42857142857143,10.8
2160,237631,182,76,3,3,High/Medium,Lean,78,70,69,72,53,72,68,69,66,55,24,76,59,68,75,12,74.0,64.38461538461539,47.57142857142857,11.2
3477,197031,188,79,3,3,Medium/Medium,Lean,73,72,73,64,42,74,63,66,66,55,29,74,53,49,65,22,71.5,61.61538461538461,50.714285714285715,10.6
2800,238224,196,90,3,3,Medium/Low,Stocky,75,73,62,65,24,68,46,75,63,67,15,74,40,62,70,24,70.5,56.92307692307692,47.0,6.4
9614,188163,186,76,3,4,High/Low,Normal,66,70,63,57,41,61,62,72,56,51,37,65,46,67,62,22,65.0,56.46153846153846,48.285714285714285,9.4
11358,237253,178,77,3,4,Medium/Medium,Normal,61,56,54,65,47,59,64,64,59,64,35,60,49,59,55,36,64.5,59.23076923076923,51.714285714285715,9.8
7435,194925,184,85,3,3,Medium/Medium,Normal,68,73,72,61,38,63,64,67,64,66,24,68,48,70,70,28,67.0,58.23076923076923,50.285714285714285,12.0
14097,243360,180,80,3,3,Medium/Medium,Normal,61,41,49,62,38,52,80,70,64,76,28,63,57,60,55,16,61.5,56.46153846153846,47.42857142857143,11.8
1410,204713,178,78,3,2,Medium/Medium,Normal,73,55,68,78,70,70,75,66,72,70,45,78,71,70,74,42,77.0,72.84615384615384,59.285714285714285,13.2
12247,240807,188,72,3,3,Medium/Low,Lean,64,62,54,58,32,63,61,57,54,26,19,63,48,65,44,18,63.0,53.07692307692308,39.285714285714285,8.4
8594,211561,184,75,3,2,Medium/Low,Normal,68,75,51,57,43,64,60,41,61,61,14,64,45,68,70,23,66.0,54.38461538461539,42.285714285714285,9.8
892,177392,185,73,3,3,Medium/Low,Normal,77,78,72,75,58,74,66,72,69,68,38,85,74,73,86,28,78.5,70.6923076923077,55.857142857142854,9.0
14114,231503,182,75,3,3,High/Medium,Lean,63,55,37,59,33,54,63,56,50,57,17,58,49,60,60,16,60.5,51.0,39.142857142857146,9.0
1942,179875,186,81,3,3,High/Medium,Normal,74,73,68,69,44,71,65,74,67,75,37,75,66,62,73,24,74.0,65.23076923076923,55.0,12.0
14559,200703,170,68,3,3,Medium/Medium,Stocky,60,70,24,58,48,57,73,65,52,64,46,62,52,41,65,38,61.0,55.46153846153846,51.285714285714285,11.0
